@relation mixed_instances_1

@attribute token_count numeric
@attribute avg_token_count numeric
@attribute SLD_URL_mal numeric
@attribute SLD_URL_phis numeric
@attribute SLD_URL_spam numeric
@attribute inbound_link_google numeric
@attribute inbound_link_yahoo numeric
@attribute inbound_link_bing numeric
@attribute lookup_time numeric
@attribute class {malware,phishing,spamming}

@data
4,6.25,0,0.000035,0,0,0,0,439,phishing
2,10,0,0,0.000004,0,0,0,53,spamming
3,6.333333,0.000643,0,0,0,0,0,496,malware
2,7,0,0.000035,0,0,0,0,81,phishing
2,10,0,0,0.000004,0,0,0,56,spamming
3,7.666667,0.042416,0,0,0,0,0,282,malware
2,4.5,0,0.000035,0,0,0,0,484,phishing
2,10,0,0,0.000004,0,0,0,109,spamming
2,6,0.000643,0,0,0,0,0,351,malware
3,8,0,0.000035,0,0,0,0,733,phishing
2,10,0,0,0.000004,0,0,0,97,spamming
2,5,0.000643,0,0,0,0,0,566,malware
2,7,0,0.000035,0,0,0,0,493,phishing
2,10,0,0,0.000004,0,0,0,267,spamming
3,6,0.000643,0,0,0,0,0,104,malware
3,5.333333,0,0.000035,0,0,0,0,12224,phishing
2,10,0,0,0.000004,0,0,0,57,spamming
2,4.5,0.000643,0,0,0,0,0,431,malware
2,10,0,0.000069,0,0,0,0,0,phishing
2,10,0,0,0.000004,0,0,0,54,spamming
2,3.5,0.000643,0,0,0,0,0,1547,malware
2,6.5,0,0.000035,0,0,0,0,65,phishing
2,10,0,0,0.000004,0,0,0,72,spamming
3,3.333333,0.000643,0,0,0,0,0,261,malware
3,5,0,0.000035,0,0,0,0,51,phishing
2,10,0,0,0.000004,0,0,0,84,spamming
2,9,0.000643,0,0,0,0,0,102,malware
13,4.538462,0.003856,0.026149,0.000004,0,0,0,200,phishing
2,10,0,0,0.000004,0,0,0,57,spamming
3,4,0.000643,0.000866,0.000025,0,0,0,92,malware
2,7.5,0,0.000139,0,0,0,0,1,phishing
2,10,0,0,0.000004,0,0,0,164,spamming
3,7,0.000643,0,0,0,0,0,253,malware
3,7.666667,0,0.000104,0,0,0,0,1,phishing
2,10,0,0,0.000004,0,0,0,96,spamming
2,6.5,0.000643,0,0,0,0,0,67,malware
3,4.333333,0,0.000035,0,0,0,0,439,phishing
2,10,0,0,0.000004,0,0,0,55,spamming
2,7.5,0.001285,0,0,0,0,0,423,malware
2,5,0,0.00045,0,0,0,0,1,phishing
2,10,0,0,0.000004,0,0,0,288,spamming
3,6,0.030848,0.016694,0.010558,0,0,0,69,malware
3,7.666667,0,0.000035,0,0,0,0,83,phishing
2,10,0,0,0.000004,0,0,0,87,spamming
2,9,0.000643,0,0,0,0,0,3519,malware
2,4.5,0,0.000035,0,0,0,0,60,phishing
2,10,0,0,0.000004,0,0,0,53,spamming
2,8.5,0.000643,0,0,0,0,0,258,malware
4,4.25,0.00964,0.038167,0.00537,0,0,0,511,phishing
2,9.5,0,0,0.000004,0,0,0,152,spamming
3,7.666667,0.000643,0,0,0,0,0,325,malware
2,5,0,0.00045,0,0,0,0,0,phishing
2,9.5,0,0,0.000004,0,0,0,94,spamming
2,6.5,0.000643,0,0,0,0,0,271,malware
2,9.5,0,0.000035,0,0,0,0,815,phishing
2,9.5,0,0,0.000004,0,0,0,283,spamming
2,4,0.000643,0,0,0,0,0,70,malware
4,4.5,0,0.000035,0,0,0,0,34,phishing
2,9.5,0,0,0.000004,0,0,0,92,spamming
3,5.666667,0.000643,0,0,0,0,0,69,malware
2,12,0,0.000069,0,0,0,0,1,phishing
2,9.5,0,0,0.000004,0,0,0,63,spamming
3,5.333333,0.007712,0,0,0,0,0,88,malware
3,8,0,0.000416,0,0,0,0,0,phishing
2,9.5,0,0,0.000004,0,0,0,161,spamming
2,9.5,0.001285,0,0,0,0,0,330,malware
2,3,0,0.000035,0,0,0,0,275,phishing
2,9.5,0,0,0.000004,0,0,0,53,spamming
2,10,0.000643,0,0,0,0,0,363,malware
3,6.666667,0.003856,0.026149,0.000004,0,0,0,253,phishing
2,9.5,0,0,0.000004,0,0,0,311,spamming
4,6.25,0.001928,0,0,0,0,0,266,malware
3,4.333333,0,0.000035,0,0,0,0,482,phishing
2,9.5,0,0,0.000004,0,0,0,55,spamming
2,6.5,0.000643,0,0,0,0,0,281,malware
2,5,0,0.000035,0,0,0,0,40,phishing
2,9.5,0,0,0.000004,0,0,0,57,spamming
3,7.666667,0.007069,0,0,0,0,0,62,malware
2,12,0,0.000069,0,0,0,0,1,phishing
2,9.5,0,0,0.000004,0,0,0,49,spamming
3,8,0.000643,0,0,0,0,0,70,malware
2,6.5,0,0.000035,0,0,0,0,256,phishing
2,9.5,0,0,0.000004,0,0,0,70,spamming
3,7.666667,0.000643,0,0,0,0,0,70,malware
3,3.333333,0,0.000035,0,0,0,0,442,phishing
2,9.5,0,0,0.000004,0,0,0,276,spamming
2,10,0.000643,0,0,0,0,0,248,malware
2,8,0,0.000035,0,0,0,0,807,phishing
2,9.5,0,0,0.000004,0,0,0,68,spamming
3,3,0.000643,0,0,0,0,0,761,malware
4,4,0,0.000035,0,0,0,0,281,phishing
2,9.5,0,0,0.000004,0,0,0,64,spamming
2,4.5,0.000643,0,0,0,0,0,320,malware
3,6.333333,0.003856,0.026149,0.000004,0,0,0,0,phishing
2,9.5,0,0,0.000004,0,0,0,53,spamming
2,6,0.000643,0,0,0,0,0,369,malware
2,6,0,0.000035,0,0,0,0,409,phishing
2,9.5,0,0,0.000004,0,0,0,316,spamming
3,5.333333,0.006427,0,0,0,0,0,476,malware
3,6.333333,0,0.000035,0,0,0,0,441,phishing
2,9.5,0,0,0.000004,0,0,0,62,spamming
3,4.666667,0.000643,0,0,0,0,0,297,malware
3,6,0.00964,0.038167,0.00537,0,0,0,135,phishing
2,9.5,0,0,0.000004,0,0,0,48,spamming
3,7.666667,0.000643,0,0,0,0,0,149,malware
4,6.75,0,0.000035,0,0,0,0,49,phishing
2,9.5,0,0,0.000004,0,0,0,142,spamming
3,5.333333,0.000643,0,0,0,0,0,117,malware
3,6.333333,0,0.000035,0,0,0,0,136,phishing
2,9.5,0,0,0.000004,0,0,0,69,spamming
5,3.2,0.000643,0,0,0,0,0,282,malware
3,6.666667,0,0.000242,0,0,0,0,275,phishing
2,9.5,0,0,0.000004,0,0,0,51,spamming
