@relation mixed_instances_2

@attribute TLD_AS_com numeric
@attribute TLD_AS_org numeric
@attribute TLD_AS_edu numeric
@attribute TLD_AS_gov numeric
@attribute TLD_AS_uk numeric
@attribute TLD_AS_rest numeric
@attribute Hit_AS_mal numeric
@attribute Hit_AS_phis numeric
@attribute Hit_AS_spam numeric
@attribute NS_Dist_AS numeric
@attribute NS_Count numeric
@attribute TTL_NS numeric
@attribute TTL_DNS_Record numeric
@attribute trust_score_1 numeric
@attribute trust_score_2 numeric
@attribute safety_score_1 numeric
@attribute safety_score_2 numeric
@attribute category_negative numeric
@attribute category_questionable numeric
@attribute category_neutral numeric
@attribute category_positive numeric
@attribute blacklist_mal numeric
@attribute blacklist_phis numeric
@attribute blacklist_scam numeric
@attribute blacklist_spam numeric
@attribute class {normal,abnormal}

@data
0,0,0,0,0,0,0,0,0,0,3,0,0,5,12,3,7,12,0,0,0,0,0,0,0,abnormal
0,0,0,0,0,0,0,0,0,0,3,0,0,65,29,55,27,0,0,0,29,0,0,0,0,normal
0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,6,0,0,0,0,0,0,0,0,abnormal
0,0,0,0,0,0,0,0,0,0,2,0,0,86,45,11,38,100,0,0,99,0,0,0,0,normal
0,0,0,0,0,0,0,0,0,0,4,0,0,6,12,4,7,43,0,7,0,0,0,0,0,abnormal
0,0,0,0,0,0,0,0,0,0,10,0,0,86,49,79,38,0,0,17,96,0,0,0,0,normal
0,0,0,0,0,0,0,0,0,0,3,0,0,7,11,1,5,3,0,0,0,0,0,0,0,abnormal
0,0,0,0,0,0,0,0,0,0,6,0,0,91,63,91,48,0,0,15,96,0,0,0,0,normal
0,0,0,0,0,0,0,0,0,0,4,0,0,7,11,0,0,3,0,0,0,1,0,0,0,abnormal
0,0,0,0,0,0,0,0,0,0,6,0,0,94,75,94,70,0,0,7,100,0,0,0,0,normal
0,0,0,0,0,0,0,0,0,0,4,0,0,26,8,1,5,0,0,0,0,0,0,0,0,abnormal
0,0,0,0,0,0,0,0,0,0,4,0,0,93,41,89,36,0,0,40,100,0,0,0,0,normal
0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,abnormal
0,0,0,0,0,0,0,0,0,0,4,0,0,95,46,94,43,0,0,11,100,0,0,0,0,normal
0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,abnormal
0,0,0,0,0,0,0,0,0,0,8,0,0,77,17,67,9,0,0,0,23,0,0,0,0,normal
0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,abnormal
