@relation mixed_instances_2

@attribute trust_score_1 numeric
@attribute trust_score_2 numeric
@attribute safety_score_1 numeric
@attribute safety_score_2 numeric
@attribute category_negative numeric
@attribute category_questionable numeric
@attribute category_neutral numeric
@attribute category_positive numeric
@attribute blacklist_mal numeric
@attribute blacklist_phis numeric
@attribute blacklist_scam numeric
@attribute blacklist_spam numeric
@attribute class {normal,abnormal}

@data
50,6,20,4,19,8,0,0,0,0,0,0,normal
0,0,0,0,0,0,0,0,0,0,0,0,abnormal
93,67,92,57,0,0,30,100,0,0,0,0,normal
26,8,0,0,0,0,0,0,0,0,0,0,abnormal
78,32,81,27,0,0,0,32,0,0,0,0,normal
19,9,0,0,47,0,0,0,1,0,0,0,abnormal
94,59,94,56,0,0,0,100,0,0,0,0,normal
42,6,0,0,11,0,0,0,1,0,0,0,abnormal
90,55,86,47,0,0,10,100,0,0,0,0,normal
0,0,0,0,0,0,0,0,0,0,0,0,abnormal
93,66,92,62,0,0,16,100,0,0,0,0,normal
0,0,0,0,0,0,0,0,0,0,0,0,abnormal
94,72,93,60,0,0,26,100,0,0,0,0,normal
0,0,0,0,0,0,0,0,0,0,0,0,abnormal
90,63,90,55,0,0,6,96,0,0,0,0,normal
0,0,0,0,0,0,0,0,0,0,0,0,abnormal
31,31,45,30,3,35,0,0,0,0,0,0,normal
2,13,1,7,12,0,0,0,0,0,0,0,abnormal
90,50,85,40,0,0,0,100,0,0,0,0,normal
0,0,0,0,0,0,0,0,0,0,0,0,abnormal
81,50,80,43,0,0,29,76,0,0,0,0,normal
8,11,1,7,45,0,0,0,0,0,0,0,abnormal
94,64,92,57,0,0,34,100,0,0,0,0,normal
0,0,0,0,0,0,0,0,0,0,0,0,abnormal
88,38,81,30,0,0,0,86,0,0,0,0,normal
19,9,0,0,0,0,0,0,0,0,0,0,abnormal
91,50,86,41,0,0,6,100,0,0,0,0,normal
0,0,0,0,0,0,0,0,0,0,0,0,abnormal
92,46,89,38,0,0,0,99,0,0,0,0,normal
3,14,2,7,35,0,0,0,0,0,0,0,abnormal
93,55,91,47,0,0,0,100,0,0,0,0,normal
8,11,1,8,11,0,0,0,0,0,0,0,abnormal
91,60,91,49,0,0,7,100,0,0,0,0,normal
7,11,2,7,3,0,0,0,0,0,0,0,abnormal
89,41,87,38,0,0,0,99,0,0,0,0,normal
0,0,0,0,0,0,0,0,0,0,0,0,abnormal
5,42,7,27,14,0,0,0,0,0,0,0,normal
41,6,1,7,0,0,0,0,0,0,0,0,abnormal
86,39,83,34,0,0,4,100,0,0,0,0,normal
4,12,1,6,4,0,0,0,0,0,0,0,abnormal
90,61,79,36,0,0,3,96,0,0,0,0,normal
5,12,3,7,4,0,0,0,0,0,0,0,abnormal
88,45,88,39,0,0,0,100,0,0,0,0,normal
35,7,14,3,6,0,0,0,0,0,0,0,abnormal
94,73,92,59,0,0,19,100,0,0,0,0,normal
4,12,1,7,3,0,0,0,0,0,0,0,abnormal
91,58,92,49,0,0,11,97,0,0,0,0,normal
0,0,0,0,0,0,0,0,0,0,0,0,abnormal
91,71,90,56,0,0,12,100,0,0,0,0,normal
19,9,0,0,27,0,0,0,0,0,0,0,abnormal
87,36,81,31,0,0,5,64,0,0,0,0,normal
3,13,1,9,29,0,0,0,0,0,0,0,abnormal
86,49,86,42,0,0,37,99,0,0,0,0,normal
0,0,0,0,0,0,0,0,0,0,0,0,abnormal
94,54,91,48,0,0,3,100,0,0,0,0,normal
0,0,0,0,0,0,0,0,0,0,0,0,abnormal
65,7,10,8,100,0,0,67,0,0,0,0,normal
26,8,0,0,0,0,0,0,0,0,0,0,abnormal
5,54,7,18,39,0,0,0,0,0,0,0,normal
26,8,0,0,0,0,0,0,0,0,0,0,abnormal
93,72,93,61,0,0,18,100,0,0,0,0,normal
0,0,0,0,0,0,0,0,0,0,0,0,abnormal
94,70,94,62,0,0,16,100,0,0,0,0,normal
0,0,0,0,0,0,0,0,0,0,0,0,abnormal
89,57,89,53,0,0,39,3,0,0,0,0,normal
0,0,0,0,0,0,0,0,0,0,0,0,abnormal
90,43,91,40,0,0,0,100,0,0,0,0,normal
49,5,0,0,0,0,0,0,0,0,0,0,abnormal
0,0,0,0,0,0,0,0,0,0,0,0,normal
0,0,1,7,3,0,0,0,0,0,0,0,abnormal
87,56,9,52,97,0,6,69,0,0,0,0,normal
26,8,1,5,0,0,0,0,0,0,0,0,abnormal
84,45,77,18,0,0,0,100,0,0,0,0,normal
0,0,1,7,3,0,0,0,0,0,0,0,abnormal
92,65,82,39,0,0,5,100,0,0,0,0,normal
0,0,1,7,4,0,0,0,0,0,0,0,abnormal
94,57,93,46,0,0,0,100,0,0,0,0,normal
13,10,3,7,0,0,0,0,0,0,0,0,abnormal
90,37,77,28,0,0,5,3,0,0,0,0,normal
42,6,0,0,10,0,0,0,1,0,0,0,abnormal
94,67,94,61,0,0,10,99,0,0,0,0,normal
1,14,1,6,9,0,0,0,0,0,0,0,abnormal
92,68,91,58,0,0,33,5,0,0,0,0,normal
2,13,1,8,3,0,0,0,0,0,0,0,abnormal
91,53,90,48,0,0,28,10,0,0,0,0,normal
7,11,2,7,18,0,0,0,0,0,0,0,abnormal
90,59,88,50,0,0,4,95,0,0,0,0,normal
26,8,0,0,14,0,0,0,0,0,0,0,abnormal
17,38,25,22,60,19,0,0,0,0,0,0,normal
2,13,2,7,28,0,0,0,0,0,0,0,abnormal
92,65,85,47,0,0,27,99,0,0,0,0,normal
36,7,1,7,8,0,0,0,0,0,0,0,abnormal
79,29,82,29,0,0,5,29,0,0,0,0,normal
0,0,0,0,0,0,0,0,0,0,0,0,abnormal
89,44,80,17,0,0,13,99,0,0,0,0,normal
19,9,0,0,0,0,0,0,0,0,0,0,abnormal
94,69,95,63,0,0,0,100,0,0,0,0,normal
0,0,0,0,0,0,0,0,0,0,0,0,abnormal
95,61,92,50,0,0,12,100,0,0,0,0,normal
7,12,2,8,56,0,5,0,0,0,0,0,abnormal
94,71,92,59,0,0,36,7,0,0,0,0,normal
0,0,0,0,0,0,0,0,0,0,0,0,abnormal
86,55,8,52,97,0,0,76,0,0,0,0,normal
0,0,0,0,0,0,0,0,0,0,0,0,abnormal
91,64,91,57,0,0,16,100,0,0,0,0,normal
50,3,12,3,13,0,0,0,0,0,0,0,abnormal
90,51,89,46,0,0,4,99,0,0,0,0,normal
3,24,4,17,12,0,0,0,0,0,0,0,abnormal
41,41,51,23,0,78,0,0,0,0,0,0,normal
5,12,3,7,11,0,0,0,0,0,0,0,abnormal
94,65,93,57,0,0,13,100,0,0,0,0,normal
5,12,3,7,11,0,0,0,0,0,0,0,abnormal
91,57,89,50,0,0,8,99,0,0,0,0,normal
63,4,95,4,0,0,0,4,0,0,0,0,abnormal
94,74,92,60,0,0,23,99,0,0,0,0,normal
16,14,0,0,3,0,0,0,0,0,0,0,abnormal
