@relation 'Reputation Site Dataset'

@attribute token_count numeric
@attribute avg_token_count numeric
@attribute SLD_URL_mal numeric
@attribute SLD_URL_phis numeric
@attribute SLD_URL_spam numeric
@attribute inbound_link_google numeric
@attribute inbound_link_yahoo numeric
@attribute inbound_link_bing numeric
@attribute lookup_time numeric
@attribute class {normal,abnormal}

@data
4,4.25,0.000643,0.000035,0,0,0,0,306,abnormal
3,4.666667,0.000643,0,0,0,0,0,411,abnormal
3,4.666667,0.000643,0,0,0,0,0,420,abnormal
8,5.25,0.030848,0.016694,0.010558,0,0,0,449,abnormal
3,4.666667,0.000643,0,0,0,0,0,384,abnormal
3,6,0.000643,0,0,0,0,0,500,abnormal
3,5.333333,0.000643,0,0,0,0,0,624,abnormal
3,4.666667,0.000643,0,0,0,0,0,762,abnormal
3,5.666667,0.000643,0,0,0,0,0,403,abnormal
3,4.666667,0.000643,0,0,0,0,0,542,abnormal
3,4,0.000643,0,0,0,0,0,376,abnormal
3,5,0.000643,0,0,0,0,0,324,abnormal
3,6,0.000643,0,0,0,0,0,680,abnormal
3,8.666667,0.000643,0,0,0,0,0,319,abnormal
3,4.666667,0.000643,0,0,0,0,0,438,abnormal
3,6,0.000643,0,0,0,0,0,183,abnormal
3,4.666667,0.000643,0,0,0,0,0,379,abnormal
3,5,0.000643,0,0,0,0,0,406,abnormal
3,5.333333,0.000643,0,0,0,0,0,404,abnormal
3,5.666667,0.000643,0,0,0,0,0,352,abnormal
3,5,0.000643,0,0,0,0,0,393,abnormal
3,5,0.000643,0,0,0,0,0,820,abnormal
2,6,0.000643,0,0,0,0,0,283,abnormal
3,3.333333,0.000643,0,0,0,0,0,24007,abnormal
3,4.333333,0.000643,0,0,0,0,0,395,abnormal
3,7,0.000643,0,0,0,0,0,322,abnormal
3,5.333333,0.000643,0,0,0,0,0,371,abnormal
3,4.333333,0.000643,0,0,0,0,0,408,abnormal
3,6,0.000643,0,0,0,0,0,349,abnormal
3,5.333333,0.000643,0,0,0,0,0,559,abnormal
3,3,0.000643,0,0,0,0,0,299,abnormal
4,2,0.000643,0,0,0,0,0,311,abnormal
4,3.75,0.000643,0,0,0,0,0,77,abnormal
3,5.666667,0.000643,0,0,0,0,0,353,abnormal
3,6,0.000643,0,0,0,0,0,312,abnormal
3,5,0.000643,0,0,0,0,0,430,abnormal
3,5.333333,0.000643,0,0,0,0,0,566,abnormal
3,5.333333,0.000643,0,0,0,0,0,561,abnormal
3,5.333333,0.000643,0,0,0,0,0,293,abnormal
3,6,0.000643,0,0,0,0,0,406,abnormal
3,6.333333,0.000643,0,0,0,0,0,329,abnormal
3,5.333333,0.000643,0,0,0,0,0,352,abnormal
3,5.666667,0.000643,0,0,0,0,0,617,abnormal
3,6.333333,0.000643,0,0,0,0,0,558,abnormal
3,5.666667,0.000643,0,0,0,0,0,333,abnormal
3,6.333333,0.000643,0,0,0,0,0,298,abnormal
3,6,0.000643,0,0,0,0,0,310,abnormal
3,5.666667,0.000643,0,0,0,0,0,350,abnormal
3,6,0.000643,0,0,0,0,0,319,abnormal
3,9.333333,0.000643,0,0,0,0,0,333,abnormal
2,6,0.000643,0,0,0,0,0,450,abnormal
3,4.333333,0.000643,0,0,0,0,0,331,abnormal
3,4.333333,0.000643,0,0,0,0,0,434,abnormal
3,5,0.000643,0,0,0,0,0,367,abnormal
3,7.333333,0.000643,0,0,0,0,0,299,abnormal
3,10.333333,0.000643,0,0,0,0,0,435,abnormal
3,4.333333,0.000643,0,0,0,0,0,738,abnormal
3,3.666667,0.000643,0,0,0,0,0,273,abnormal
3,4,0.000643,0,0,0,0,0,274,abnormal
3,5.666667,0.000643,0,0,0,0,0,350,abnormal
3,5,0.000643,0,0,0,0,0,474,abnormal
3,5.333333,0.000643,0,0,0,0,0,131,abnormal
6,11.333333,0.001285,0,0,0,0,0,304,abnormal
3,4.333333,0.000643,0,0,0,0,0,468,abnormal
2,12.5,0.000643,0,0,0,0,0,69,abnormal
3,4.333333,0.000643,0,0,0,0,0,434,abnormal
3,4.333333,0.000643,0,0,0,0,0,334,abnormal
3,8.333333,0.000643,0,0,0,0,0,257,abnormal
6,11.333333,0.001285,0,0,0,0,0,288,abnormal
2,6.5,0.000643,0,0,0,0,0,289,abnormal
3,4.666667,0.000643,0,0,0,0,0,428,abnormal
3,8.333333,0.000643,0,0,0,0,0,54,abnormal
4,3.75,0.001285,0,0,0,0,0,682,abnormal
3,5.333333,0.000643,0,0,0,0,0,647,abnormal
2,7,0.000643,0,0,0,0,0,71,abnormal
2,5,0.000643,0,0,0,0,0,62,abnormal
3,8,0.000643,0,0,0,0,0,97,abnormal
2,4.5,0.000643,0,0,0,0,0,131,abnormal
3,5.333333,0.006427,0,0,0,0,0,456,abnormal
7,5.714286,0.000643,0,0,0,0,0,367,abnormal
3,3.333333,0.000643,0,0,0,0,0,367,abnormal
3,10.666667,0.000643,0,0,0,0,0,316,abnormal
2,4,0.000643,0,0,0,0,0,284,abnormal
3,6.333333,0.000643,0,0,0,0,0,103,abnormal
3,4.333333,0.000643,0,0,0,0,0,234,abnormal
2,10.5,0.000643,0,0,0,0,0,400,abnormal
3,5.333333,0.000643,0,0,0,0,0,497,abnormal
3,5,0.000643,0,0,0,0,0,56,abnormal
4,6.5,0.000643,0,0,0,0,0,66,abnormal
3,4.666667,0.030848,0.016694,0.010558,0,0,0,444,abnormal
4,3,0.000643,0,0,0,0,0,24007,abnormal
2,4,0.000643,0,0,0,0,0,61,abnormal
2,5.5,0.000643,0,0,0,0,0,502,abnormal
2,7.5,0.000643,0,0,0,0,0,530,abnormal
2,7.5,0.000643,0,0,0,0,0,434,abnormal
2,7,0.000643,0,0,0,0,0,129,abnormal
2,7.5,0.000643,0,0,0,0,0,694,abnormal
2,15,0.000643,0,0,0,0,0,522,abnormal
3,8,0.000643,0,0,0,0,0,574,abnormal
2,4.5,0.000643,0,0,0,0,0,193,abnormal
6,5,0.00964,0.038167,0.00537,0,0,0,528,abnormal
2,6,0.000643,0,0,0,0,0,64,abnormal
2,5,0.000643,0,0,0,0,0,263,abnormal
2,7,0.000643,0,0,0,0,0,1188,abnormal
3,4.666667,0.000643,0,0,0,0,0,318,abnormal
2,12,0.000643,0,0,0,0,0,81,abnormal
2,10,0.000643,0,0,0,0,0,430,abnormal
2,6,0.000643,0,0,0,0,0,409,abnormal
2,11,0.000643,0,0,0,0,0,285,abnormal
3,4.333333,0.000643,0,0,0,0,0,438,abnormal
2,4.5,0.000643,0,0,0,0,0,478,abnormal
3,7,0.000643,0,0,0,0,0,12975,abnormal
3,8.666667,0.000643,0,0,0,0,0,466,abnormal
3,7.333333,0.000643,0,0,0,0,0,4182,abnormal
3,8.666667,0.000643,0,0,0,0,0,2685,abnormal
3,6.333333,0.000643,0,0,0,0,0,496,abnormal
3,7.666667,0.042416,0,0,0,0,0,282,abnormal
2,6,0.000643,0,0,0,0,0,351,abnormal
2,5,0.000643,0,0,0,0,0,566,abnormal
3,6,0.000643,0,0,0,0,0,104,abnormal
2,4.5,0.000643,0,0,0,0,0,431,abnormal
2,3.5,0.000643,0,0,0,0,0,1547,abnormal
3,3.333333,0.000643,0,0,0,0,0,261,abnormal
2,9,0.000643,0,0,0,0,0,102,abnormal
3,4,0.000643,0.000866,0.000025,0,0,0,92,abnormal
3,7,0.000643,0,0,0,0,0,253,abnormal
2,6.5,0.000643,0,0,0,0,0,67,abnormal
2,7.5,0.001285,0,0,0,0,0,423,abnormal
3,6,0.030848,0.016694,0.010558,0,0,0,69,abnormal
2,9,0.000643,0,0,0,0,0,3519,abnormal
2,8.5,0.000643,0,0,0,0,0,258,abnormal
3,7.666667,0.000643,0,0,0,0,0,325,abnormal
2,6.5,0.000643,0,0,0,0,0,271,abnormal
2,4,0.000643,0,0,0,0,0,70,abnormal
3,5.666667,0.000643,0,0,0,0,0,69,abnormal
3,5.333333,0.007712,0,0,0,0,0,88,abnormal
2,9.5,0.001285,0,0,0,0,0,330,abnormal
2,10,0.000643,0,0,0,0,0,363,abnormal
4,6.25,0.001928,0,0,0,0,0,266,abnormal
2,6.5,0.000643,0,0,0,0,0,281,abnormal
3,7.666667,0.007069,0,0,0,0,0,62,abnormal
3,8,0.000643,0,0,0,0,0,70,abnormal
3,7.666667,0.000643,0,0,0,0,0,70,abnormal
2,10,0.000643,0,0,0,0,0,248,abnormal
3,3,0.000643,0,0,0,0,0,761,abnormal
2,4.5,0.000643,0,0,0,0,0,320,abnormal
2,6,0.000643,0,0,0,0,0,369,abnormal
3,5.333333,0.006427,0,0,0,0,0,476,abnormal
3,4.666667,0.000643,0,0,0,0,0,297,abnormal
3,7.666667,0.000643,0,0,0,0,0,149,abnormal
3,5.333333,0.000643,0,0,0,0,0,117,abnormal
5,3.2,0.000643,0,0,0,0,0,282,abnormal
3,5.333333,0.030848,0.016694,0.010558,0,0,0,3398,abnormal
2,7,0.000643,0,0,0,0,0,42,abnormal
2,14,0.000643,0,0,0,0,0,587,abnormal
4,4.25,0.001285,0.000381,0.000025,0,0,0,73,abnormal
3,4,0.000643,0,0,0,0,0,243,abnormal
2,2.5,0.000643,0,0,0,0,0,411,abnormal
3,3,0.000643,0,0,0,0,0,496,abnormal
2,7.5,0.000643,0,0,0,0,0,334,abnormal
3,6.333333,0.003856,0.026149,0.000004,0,0,0,375,abnormal
3,4.333333,0.002571,0.002009,0.002035,0,0,0,482,abnormal
4,5,0.001285,0,0,0,0,0,136,abnormal
2,11,0.000643,0,0,0,0,0,434,abnormal
2,9.5,0.000643,0,0,0,0,0,61,abnormal
3,5.666667,0.000643,0,0,0,0,0,115,abnormal
2,13.5,0.000643,0,0,0,0,0,268,abnormal
2,6.5,0.000643,0,0,0,0,0,1367,abnormal
2,8.5,0.000643,0,0,0,0,0,68,abnormal
5,4.6,0.000643,0,0,0,0,0,397,abnormal
3,6,0.030848,0.016694,0.010558,0,0,0,426,abnormal
2,6.5,0.000643,0,0,0,0,0,558,abnormal
4,5.25,0.000643,0,0,0,0,0,414,abnormal
2,9,0.000643,0,0,0,0,0,67,abnormal
2,6.5,0.000643,0,0,0,0,0,531,abnormal
2,3.5,0.000643,0,0,0,0,0,925,abnormal
2,7.5,0.000643,0,0,0,0,0,51,abnormal
2,7.5,0.000643,0,0,0,0,0,2175,abnormal
2,7.5,0.000643,0,0,0,0,0,72,abnormal
2,7.5,0.000643,0,0,0,0,0,57,abnormal
2,5.5,0.000643,0,0,0,0,0,421,abnormal
3,8,0.000643,0,0,0,0,0,327,abnormal
2,6,0.000643,0,0,0,0,0,84,abnormal
2,8,0.000643,0,0,0,0,0,293,abnormal
3,4.666667,0.030848,0.016694,0.010558,0,0,0,412,abnormal
3,7.666667,0.007069,0,0,0,0,0,92,abnormal
2,6.5,0.000643,0,0,0,0,0,491,abnormal
3,4.666667,0.000643,0,0,0,0,0,76,abnormal
3,5.333333,0.000643,0,0,0,0,0,535,abnormal
2,6,0.000643,0,0,0,0,0,558,abnormal
2,9,0.000643,0,0,0,0,0,394,abnormal
2,6.5,0.000643,0,0,0,0,0,303,abnormal
2,4.5,0.000643,0,0,0,0,0,275,abnormal
2,5.5,0.000643,0,0,0,0,0,93,abnormal
2,6.5,0.000643,0,0,0,0,0,70,abnormal
2,8.5,0.000643,0,0,0,0,0,338,abnormal
3,5.333333,0.000643,0,0,0,0,0,239,abnormal
3,6,0.000643,0,0,0,0,0,274,abnormal
3,5.666667,0.000643,0,0,0,0,0,379,abnormal
2,3.5,0.000643,0,0,0,0,0,155,abnormal
9,3,0.000643,0,0,0,0,0,332,abnormal
3,4.333333,0.000643,0,0,0,0,0,471,abnormal
4,5,0.000643,0,0,0,0,0,356,abnormal
2,3,0.000643,0,0,0,0,0,229,abnormal
4,4,0.001928,0,0,0,0,0,324,abnormal
2,12,0.000643,0,0,0,0,0,426,abnormal
3,6,0.000643,0,0,0,0,0,361,abnormal
3,7.666667,0.000643,0,0,0,0,0,334,abnormal
2,8,0.000643,0,0,0,0,0,407,abnormal
2,9,0.000643,0,0,0,0,0,251,abnormal
2,5,0.000643,0,0,0,0,0,419,abnormal
3,4.666667,0.000643,0,0,0,0,0,393,abnormal
3,4,0.000643,0,0,0,0,0,180,abnormal
3,5.333333,0.000643,0,0,0,0,0,166,abnormal
3,6,0.000643,0,0,0,0,0,83,abnormal
3,7,0.003856,0.026149,0.000004,0,0,0,313,abnormal
2,8.5,0.000643,0,0,0,0,0,286,abnormal
3,4.333333,0.000643,0,0,0,0,0,1460,abnormal
2,5,0.001285,0,0,0,0,0,440,abnormal
5,3,0.030848,0.016694,0.010558,0,0,0,111,abnormal
2,7.5,0.000643,0,0,0,0,0,299,abnormal
3,5.666667,0.030848,0.016694,0.010558,0,0,0,192,abnormal
2,10.5,0.000643,0,0,0,0,0,428,abnormal
2,9,0.000643,0,0,0,0,0,1542,abnormal
2,8.5,0.000643,0,0,0,0,0,60,abnormal
2,15.5,0.000643,0,0,0,0,0,69,abnormal
2,9,0.000643,0,0,0,0,0,575,abnormal
3,5.333333,0.001285,0.000104,0,0,0,0,431,abnormal
4,3.75,0.001285,0.000035,0,0,0,0,737,abnormal
3,10,0.003213,0,0,0,0,0,80,abnormal
2,6,0.000643,0,0,0,0,0,291,abnormal
2,7,0.000643,0,0,0,0,0,108,abnormal
3,3,0.000643,0,0,0,0,0,81,abnormal
2,3.5,0.000643,0,0,0,0,0,500,abnormal
2,3,0.000643,0,0,0,0,0,488,abnormal
